"Tabela 254 - Número de informantes e Quantidade estocada no último dia do semestre, por produtos, tipo de propriedade da empresa e tipo de atividade do estabelecimento"
"Variável - Quantidade estocada (Toneladas)"
"Unidade da Federação";"Tipo de atividade do estabelecimento";"Semestre x Produtos x Tipo de propriedade da empresa"
"Unidade da Federação";"Tipo de atividade do estabelecimento";"2º semestre 2007";;;;"1º semestre 2008";;;;"2º semestre 2008";;;;"1º semestre 2009";;;;"2º semestre 2009";;;;"1º semestre 2010";;;;"2º semestre 2010";;;;"1º semestre 2011";;;;"2º semestre 2011";;;;"1º semestre 2012";;;;"2º semestre 2012";;;;"1º semestre 2013";;;;"2º semestre 2013";;;;"1º semestre 2014";;;;"2º semestre 2014";;;;"1º semestre 2015";;;;"2º semestre 2015";;;;"1º semestre 2016";;;;"2º semestre 2016";;;;"1º semestre 2017";;;;"2º semestre 2017";;;;"1º semestre 2018";;;;"2º semestre 2018";;;;"1º semestre 2019";;;;"2º semestre 2019";;;;"1º semestre 2020";;;;"2º semestre 2020";;;;"1º semestre 2021";;;;"2º semestre 2021";;;;"1º semestre 2022"
"Unidade da Federação";"Tipo de atividade do estabelecimento";"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja"
"Unidade da Federação";"Tipo de atividade do estabelecimento";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista"
"Mato Grosso do Sul";"Indústria";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Mato Grosso do Sul";"Serviço de armazenagem";"-";"X";"X";"-";"-";"X";"X";"-";"-";"X";"X";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"71";"-";"-";"-";"0";"-";"-";"-";"0";"-";"-";"X";"X";"-";"-";"-";"51";"-";"-";"X";"-";"-";"-";"-";"X";"-";"-";"X";"-";"-"
"Mato Grosso do Sul";"Produção agropecuária";"-";"X";"-";"-";"-";"15085";"-";"-";"-";"-";"-";"-";"-";"11797";"X";"-";"-";"-";"-";"-";"-";"441";"X";"-";"-";"X";"-";"-";"-";"7339";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"3950";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"6451";"-";"-";"-";"23";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"X";"X";"-";"-";"92";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"22571";"-";"-"
"Mato Grosso";"Comércio (exceto supermercado)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"840";"X";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-"
"Mato Grosso";"Supermercado";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Mato Grosso";"Indústria";"-";"-";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Mato Grosso";"Serviço de armazenagem";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"X";"58";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"50435";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"X";"-";"-";"X";"-";"-";"-";"X";"28";"-";"-";"X";"127";"-";"-";"4467";"138";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"30";"X";"-";"-";"-";"X";"-";"-";"X";"X";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"X";"X";"-";"-";"-";"101";"-";"-";"-";"15276";"-";"-"
"Mato Grosso";"Produção agropecuária";"-";"X";"-";"-";"-";"69083";"-";"-";"-";"X";"-";"-";"-";"22336";"-";"-";"-";"2184";"-";"-";"-";"45454";"-";"-";"-";"4902";"-";"-";"-";"124220";"-";"-";"-";"X";"-";"-";"-";"76085";"-";"-";"-";"X";"-";"-";"-";"95263";"-";"-";"-";"677";"-";"-";"-";"76315";"-";"-";"-";"6222";"-";"-";"-";"63633";"-";"-";"-";"X";"-";"-";"-";"36616";"-";"-";"-";"8656";"-";"-";"-";"60668";"-";"-";"-";"52256";"-";"-";"-";"159688";"-";"-";"-";"2114";"-";"-";"X";"186909";"-";"-";"X";"4168";"-";"-";"X";"94239";"-";"-";"X";"7968";"-";"-";"X";"178324";"-";"-";"X";"3073";"-";"-";"X";"150049";"-";"-"
"Goiás";"Comércio (exceto supermercado)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"1964";"-";"-";"-";"10687";"-";"-";"-";"X";"-";"-";"-";"18607";"-";"-";"-";"1441";"-";"-";"-";"14324";"-";"-";"-";"7611";"-";"-";"-";"9107";"-";"-";"-";"4528";"-";"-";"-";"12034";"-";"-";"-";"X";"-";"-";"-";"21507";"-";"-";"-";"X";"-";"-";"-";"27309";"-";"-";"-";"4870";"-";"-";"-";"43694";"-";"-"
"Goiás";"Supermercado";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Goiás";"Indústria";"-";"X";"-";"-";"-";"5403";"-";"-";"-";"2047";"-";"-";"-";"X";"-";"-";"-";"12905";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"5215";"-";"-";"-";"X";"-";"-";"-";"33455";"-";"-";"-";"X";"-";"-";"-";"15719";"-";"-";"-";"X";"-";"-";"-";"19216";"-";"-";"-";"X";"-";"-";"-";"6694";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"X";"-";"-";"22920";"-";"-"
"Goiás";"Serviço de armazenagem";"-";"2073";"X";"-";"-";"38548";"X";"-";"-";"1290";"X";"-";"-";"6534";"X";"-";"-";"75";"X";"-";"-";"X";"X";"-";"-";"4199";"X";"-";"-";"32895";"X";"-";"-";"X";"X";"-";"-";"13429";"1137";"-";"X";"X";"X";"-";"X";"13204";"X";"-";"X";"-";"X";"-";"-";"8684";"X";"-";"-";"X";"X";"-";"-";"29740";"X";"-";"-";"X";"X";"-";"-";"23408";"X";"-";"-";"15304";"-";"-";"-";"35355";"X";"-";"-";"13827";"-";"-";"-";"112052";"6915";"-";"-";"14251";"X";"-";"-";"60299";"X";"-";"-";"6581";"X";"-";"-";"31892";"X";"-";"-";"X";"120";"-";"-";"42523";"5064";"-";"-";"8541";"9347";"-";"-";"53853";"X";"-"
"Goiás";"Produção agropecuária";"-";"X";"-";"-";"-";"23548";"-";"-";"-";"2020";"-";"-";"-";"26342";"-";"-";"-";"1845";"-";"-";"-";"35190";"-";"-";"-";"X";"-";"-";"-";"35452";"-";"-";"-";"X";"-";"-";"-";"41951";"-";"-";"-";"305";"-";"-";"-";"58503";"-";"-";"-";"4403";"-";"-";"-";"57270";"-";"-";"-";"X";"-";"-";"-";"49280";"-";"-";"-";"410";"-";"-";"-";"78964";"-";"-";"-";"7701";"-";"-";"-";"63791";"-";"-";"-";"392";"-";"-";"-";"70548";"-";"-";"-";"X";"-";"-";"-";"62154";"-";"-";"-";"7553";"-";"-";"-";"40490";"-";"-";"-";"626";"-";"-";"-";"137710";"-";"-";"-";"1111";"-";"-";"-";"139182";"-";"-"
"Distrito Federal";"Comércio (exceto supermercado)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Distrito Federal";"Supermercado";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Distrito Federal";"Indústria";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-"
"Distrito Federal";"Serviço de armazenagem";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-"
"Distrito Federal";"Produção agropecuária";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Fonte: IBGE - Pesquisa de Estoques"

"Notas"
"1 - Os dados com menos de 3 informantes estão desidentiificados com o caracter X."
"2 - A partir do 2º semestre de 2014, em decorrência de reformulação da Pesquisa, deixou-se de investigar os estabelecimentos de supermercados, elevou-se a capacidade mínima exigida para 2.000 m³ ou 1.200 toneladas, retirou-se o café em coco do rol de produtos, dividiu-se o café (em grão) em café arábica (em grão) e café canephora (em grão) e introduziu-se o produto Outros grãos e sementes."
""
"Legenda"
"Símbolo";"Significado"
"-";"Zero absoluto, não resultante de um cálculo ou arredondamento.
Ex: Em determinado município não existem pessoas de 14 anos de idade sem instrução."
"0";"Zero resultante de um cálculo ou arredondamento.
Ex: A inflação do feijão em determinada Região Metropolitana foi 0.
Determinado município produziu 400 kg de sementes de girassol e os dados da tabela são expressos em toneladas."
"X";"Valor inibido para não identificar o informante.
Ex: Determinado município só possui uma empresa produtora de cimento, logo o valor de sua produção deve ser inibido."
"..";"Valor não se aplica.
Ex: Não se pode obter o total da produção agrícola em determinado município quando os produtos agrícolas são contabilizados com unidades de medida distintas."
"...";"Valor não disponível.
Ex: A produção de feijão em determinado município não foi pesquisada ou determinado município não existia no ano da pesquisa."
"A a Z
(exceto X)";"Significa uma faixa de valores. Varia em função da tabela (se for o caso).
Ex: O nível de precisão da produção estimada de combustíveis está na faixa A (95 a 100%)"
